"CMS_Cert_Number","Offers Nursing Care Services","Offers Physical Therapy Services","Offers Occupational Therapy Services","Test","Offers Home Health Aide Services"
"148347","Yes","Yes","Yes","Yes","Yes"
"157000","Yes","Yes","Yes","Yes","Yes"
"157004","Yes","Yes","Yes","Yes","Yes"
"157005","Yes","Yes","Yes","Yes","Yes"
"157008","Yes","Yes","Yes","Yes","Yes"
"157009","Yes","No","No","No","Yes"
"157011","Yes","Yes","Yes","Yes","Yes"
"157015","Yes","Yes","Yes","Yes","Yes"
"157022","Yes","Yes","Yes","Yes","Yes"
"157034","Yes","Yes","Yes","Yes","Yes"
"157046","Yes","Yes","Yes","Yes","Yes"
"157048","Yes","Yes","Yes","No","Yes"
"157050","Yes","Yes","Yes","Yes","Yes"
"157051","Yes","Yes","Yes","Yes","Yes"
"157054","Yes","Yes","Yes","No","Yes"
"157055","Yes","Yes","Yes","Yes","Yes"
"157059","Yes","Yes","Yes","Yes","Yes"
"157061","Yes","Yes","Yes","Yes","Yes"
"157067","Yes","Yes","Yes","Yes","Yes"
"157077","Yes","Yes","Yes","Yes","Yes"
"157078","Yes","Yes","Yes","No","Yes"
"157081","Yes","Yes","Yes","Yes","Yes"
"157083","Yes","Yes","Yes","Yes","Yes"
"157090","Yes","Yes","Yes","Yes","Yes"
"157092","Yes","Yes","Yes","Yes","Yes"
"157094","Yes","Yes","Yes","No","Yes"
"157095","Yes","Yes","Yes","Yes","Yes"
"157097","Yes","Yes","Yes","Yes","Yes"
"157104","Yes","Yes","Yes","Yes","Yes"
"157113","Yes","Yes","Yes","Yes","Yes"
"157115","Yes","Yes","Yes","Yes","Yes"
"157116","Yes","Yes","Yes","Yes","Yes"
"157117","Yes","Yes","Yes","Yes","Yes"
"157118","Yes","Yes","Yes","Yes","Yes"
"157124","Yes","Yes","Yes","Yes","Yes"
"157132","Yes","Yes","Yes","Yes","No"
"157141","Yes","Yes","Yes","Yes","Yes"
"157143","Yes","Yes","Yes","Yes","Yes"
"157145","Yes","Yes","Yes","Yes","Yes"
"157148","Yes","Yes","Yes","Yes","Yes"
"157149","Yes","Yes","Yes","Yes","Yes"
"157152","Yes","Yes","Yes","Yes","Yes"
"157153","Yes","Yes","Yes","Yes","Yes"
"157155","Yes","Yes","Yes","Yes","Yes"
"157157","Yes","Yes","Yes","Yes","Yes"
"157158","Yes","Yes","Yes","Yes","Yes"
"157163","Yes","Yes","Yes","Yes","Yes"
"157168","Yes","Yes","Yes","Yes","Yes"
"157172","Yes","Yes","Yes","Yes","Yes"
"157174","Yes","Yes","Yes","Yes","Yes"
"157177","Yes","Yes","Yes","Yes","Yes"
"157179","Yes","Yes","Yes","Yes","Yes"
"157180","Yes","Yes","Yes","Yes","Yes"
"157187","Yes","Yes","No","No","Yes"
"157189","Yes","Yes","Yes","Yes","Yes"
"157197","Yes","Yes","No","No","No"
"157200","Yes","Yes","Yes","Yes","Yes"
"157205","Yes","Yes","Yes","Yes","Yes"
"157211","Yes","No","No","No","Yes"
"157213","Yes","Yes","Yes","Yes","Yes"
"157214","Yes","Yes","No","No","Yes"
"157217","Yes","Yes","Yes","Yes","Yes"
"157218","Yes","Yes","Yes","Yes","Yes"
"157221","Yes","Yes","Yes","Yes","Yes"
"157222","Yes","Yes","Yes","Yes","Yes"
"157223","Yes","Yes","Yes","Yes","Yes"
"157230","Yes","Yes","Yes","Yes","Yes"
"157231","Yes","Yes","Yes","Yes","Yes"
"157240","Yes","Yes","Yes","No","Yes"
"157242","Yes","Yes","Yes","Yes","Yes"
"157243","Yes","Yes","Yes","No","Yes"
"157249","Yes","Yes","No","No","Yes"
"157252","Yes","Yes","Yes","Yes","Yes"
"157259","Yes","Yes","Yes","Yes","Yes"
"157262","Yes","No","No","No","Yes"
"157276","Yes","Yes","Yes","No","No"
"157279","Yes","Yes","Yes","Yes","Yes"
"157281","Yes","Yes","Yes","Yes","Yes"
"157285","Yes","No","No","No","Yes"
"157287","Yes","Yes","Yes","Yes","Yes"
"157313","Yes","Yes","Yes","Yes","Yes"
"157318","Yes","Yes","Yes","Yes","Yes"
"157401","Yes","Yes","Yes","No","Yes"
"157418","Yes","Yes","Yes","Yes","Yes"
"157423","Yes","Yes","Yes","Yes","Yes"
"157428","Yes","Yes","No","No","No"
"157430","Yes","Yes","Yes","No","Yes"
"157436","Yes","Yes","Yes","No","Yes"
"157442","Yes","Yes","Yes","Yes","Yes"
"157445","Yes","Yes","Yes","Yes","Yes"
"157452","Yes","Yes","Yes","No","Yes"
"157453","Yes","Yes","Yes","Yes","Yes"
"157459","Yes","Yes","Yes","Yes","Yes"
"157469","Yes","Yes","Yes","Yes","Yes"
"157470","Yes","Yes","Yes","Yes","Yes"
"157471","Yes","Yes","Yes","Yes","Yes"
"157472","Yes","No","No","No","Yes"
"157474","Yes","Yes","Yes","Yes","Yes"
"157477","Yes","Yes","No","No","Yes"
"157483","Yes","Yes","No","No","Yes"
"157487","Yes","Yes","Yes","Yes","Yes"
"157488","Yes","Yes","Yes","No","Yes"
"157495","Yes","Yes","Yes","Yes","Yes"
"157496","Yes","Yes","No","Yes","Yes"
"157498","Yes","Yes","Yes","No","Yes"
"157503","Yes","Yes","Yes","No","Yes"
"157504","Yes","Yes","Yes","No","Yes"
"157510","Yes","Yes","Yes","Yes","Yes"
"157511","Yes","No","No","No","Yes"
"157521","Yes","Yes","Yes","Yes","Yes"
"157523","Yes","Yes","Yes","No","Yes"
"157525","Yes","Yes","Yes","Yes","Yes"
"157529","Yes","Yes","Yes","Yes","Yes"
"157530","Yes","Yes","Yes","Yes","Yes"
"157533","Yes","Yes","Yes","Yes","Yes"
"157536","Yes","Yes","Yes","Yes","Yes"
"157537","Yes","Yes","No","No","Yes"
"157538","Yes","Yes","Yes","No","Yes"
"157539","Yes","Yes","Yes","Yes","Yes"
"157540","Yes","Yes","Yes","No","Yes"
"157541","Yes","Yes","Yes","Yes","Yes"
"157542","Yes","Yes","Yes","Yes","Yes"
"157543","Yes","Yes","Yes","Yes","Yes"
"157545","Yes","Yes","Yes","No","Yes"
"157548","Yes","Yes","Yes","Yes","Yes"
"157549","Yes","Yes","Yes","Yes","Yes"
"157550","Yes","Yes","Yes","Yes","Yes"
"157551","Yes","Yes","Yes","No","Yes"
"157552","Yes","Yes","Yes","Yes","Yes"
"157553","Yes","Yes","Yes","Yes","Yes"
"157554","Yes","Yes","Yes","Yes","Yes"
"157555","Yes","Yes","Yes","Yes","Yes"
"157556","Yes","Yes","Yes","Yes","Yes"
"157557","Yes","Yes","Yes","Yes","Yes"
"157558","Yes","Yes","Yes","Yes","Yes"
"157559","Yes","Yes","Yes","No","Yes"
"157560","Yes","Yes","Yes","No","Yes"
"157561","Yes","Yes","No","Yes","Yes"
"157562","Yes","Yes","Yes","No","Yes"
"157563","Yes","Yes","Yes","Yes","Yes"
"157564","Yes","Yes","Yes","Yes","Yes"
"157565","Yes","Yes","Yes","Yes","Yes"
"157566","Yes","Yes","Yes","No","Yes"
"157568","Yes","Yes","Yes","Yes","Yes"
"157569","Yes","Yes","Yes","Yes","Yes"
"157570","Yes","Yes","Yes","Yes","Yes"
"157571","Yes","Yes","Yes","Yes","Yes"
"157572","Yes","Yes","Yes","Yes","Yes"
"157573","Yes","Yes","Yes","Yes","Yes"
"157574","Yes","Yes","Yes","Yes","Yes"
"157575","Yes","Yes","Yes","Yes","Yes"
"157576","Yes","Yes","Yes","Yes","Yes"
"157578","Yes","Yes","Yes","Yes","Yes"
"157579","Yes","No","No","No","Yes"
"157580","Yes","Yes","Yes","Yes","Yes"
"157581","Yes","Yes","Yes","Yes","Yes"
"157582","Yes","Yes","Yes","Yes","No"
"157583","Yes","Yes","Yes","Yes","Yes"
"157584","Yes","Yes","Yes","Yes","Yes"
"157585","Yes","Yes","Yes","Yes","Yes"
"157586","Yes","Yes","Yes","Yes","Yes"
"157587","Yes","Yes","Yes","Yes","Yes"
"157588","Yes","Yes","Yes","No","Yes"
"157589","Yes","Yes","Yes","No","Yes"
"157590","Yes","Yes","Yes","Yes","Yes"
"157591","Yes","No","No","No","Yes"
"157592","Yes","Yes","Yes","No","Yes"
"157593","Yes","Yes","Yes","No","Yes"
"157594","Yes","Yes","Yes","No","Yes"
"157595","Yes","Yes","Yes","Yes","Yes"
"157596","Yes","Yes","Yes","No","Yes"
"157597","Yes","Yes","Yes","Yes","Yes"
"157598","Yes","Yes","Yes","Yes","Yes"
"157599","Yes","Yes","Yes","Yes","Yes"
"157600","Yes","Yes","Yes","Yes","Yes"
"157601","Yes","Yes","Yes","Yes","Yes"
"157602","Yes","Yes","Yes","Yes","Yes"
"157603","Yes","Yes","Yes","No","Yes"
"157604","Yes","Yes","Yes","Yes","Yes"
"157605","Yes","Yes","No","No","Yes"
"157606","Yes","Yes","No","No","No"
"157607","Yes","Yes","Yes","No","Yes"
"157608","Yes","Yes","Yes","No","Yes"
"157609","Yes","Yes","Yes","Yes","Yes"
"157610","Yes","Yes","No","No","Yes"
"157611","Yes","Yes","Yes","Yes","Yes"
"157612","Yes","Yes","Yes","Yes","Yes"
"157613","Yes","Yes","No","No","Yes"
"157615","Yes","Yes","Yes","No","Yes"
"157616","Yes","Yes","Yes","No","Yes"
"157617","Yes","Yes","Yes","Yes","Yes"
"157618","Yes","Yes","Yes","Yes","Yes"
"157619","Yes","Yes","Yes","Yes","Yes"
"157620","Yes","Yes","No","Yes","Yes"
"157621","Yes","Yes","Yes","No","Yes"
"157622","Yes","Yes","Yes","Yes","Yes"
"157624","Yes","Yes","Yes","No","Yes"
"157625","Yes","Yes","Yes","No","Yes"
"157626","Yes","Yes","Yes","Yes","Yes"
"157627","Yes","Yes","Yes","No","Yes"
"157628","Yes","Yes","No","No","Yes"
"157629","Yes","Yes","No","No","No"
"157630","Yes","Yes","No","No","Yes"
"157631","Yes","Yes","Yes","Yes","Yes"
"157632","Yes","Yes","Yes","No","Yes"
"157633","Yes","Yes","Yes","Yes","Yes"
"157634","Yes","Yes","Yes","Yes","Yes"
"157635","Yes","Yes","Yes","Yes","Yes"
"157636","Yes","Yes","Yes","Yes","Yes"
"157637","Yes","Yes","Yes","Yes","Yes"
"157638","Yes","Yes","Yes","Yes","Yes"
"157639","Yes","No","No","No","Yes"
"157640","Yes","Yes","No","No","Yes"
"157641","Yes","Yes","Yes","Yes","Yes"
"157642","Yes","Yes","Yes","Yes","Yes"
"157643","Yes","Yes","Yes","No","Yes"
"157644","Yes","Yes","No","No","No"
"157645","Yes","Yes","Yes","No","Yes"
"157646","Yes","Yes","No","No","No"
"157647","Yes","Yes","No","No","Yes"
"157648","Yes","Yes","Yes","Yes","Yes"
"157649","Yes","Yes","Yes","Yes","Yes"
"157650","Yes","No","No","No","Yes"
"157651","Yes","Yes","Yes","Yes","Yes"
"157652","Yes","Yes","Yes","No","Yes"
"157653","Yes","Yes","Yes","Yes","Yes"
"157654","Yes","Yes","Yes","No","Yes"
"167002","Yes","Yes","Yes","Yes","Yes"
"167003","Yes","Yes","Yes","Yes","Yes"
"167005","Yes","Yes","Yes","Yes","Yes"
"167010","Yes","Yes","Yes","No","Yes"
"167012","Yes","Yes","Yes","Yes","Yes"
"167014","Yes","Yes","Yes","Yes","Yes"
"167020","Yes","Yes","Yes","Yes","Yes"
"167024","Yes","Yes","Yes","Yes","Yes"
"167026","Yes","No","No","No","Yes"
"167028","Yes","Yes","Yes","No","Yes"
"167030","Yes","Yes","Yes","No","Yes"
"167033","Yes","Yes","Yes","No","Yes"
"167034","Yes","Yes","Yes","No","Yes"
"167035","Yes","Yes","Yes","No","Yes"
"167037","Yes","Yes","Yes","Yes","Yes"
"167038","Yes","Yes","No","No","Yes"
"167039","Yes","Yes","Yes","No","Yes"
"167040","Yes","Yes","Yes","No","Yes"
"167041","Yes","Yes","Yes","No","Yes"
"167042","Yes","Yes","Yes","No","Yes"
"167043","Yes","Yes","Yes","No","Yes"
"167045","Yes","Yes","Yes","No","Yes"
"167046","Yes","Yes","Yes","No","Yes"
"167048","Yes","No","No","No","Yes"
"167049","Yes","Yes","Yes","No","Yes"
"167050","Yes","No","No","No","Yes"
"167051","Yes","Yes","Yes","No","Yes"
"167052","Yes","Yes","Yes","No","Yes"
"167054","Yes","Yes","No","No","Yes"
"167055","Yes","Yes","Yes","No","Yes"
"167056","Yes","Yes","Yes","Yes","Yes"
"167057","Yes","Yes","Yes","No","Yes"
"167058","Yes","Yes","Yes","Yes","Yes"
"167059","Yes","Yes","Yes","Yes","Yes"
"167061","Yes","Yes","Yes","Yes","Yes"
"167062","Yes","Yes","Yes","Yes","Yes"
"167063","Yes","Yes","Yes","No","Yes"
"167064","Yes","Yes","Yes","No","Yes"
"167066","Yes","Yes","Yes","No","Yes"
"167067","Yes","Yes","Yes","No","Yes"
"167070","Yes","Yes","Yes","No","Yes"
"167071","Yes","Yes","Yes","Yes","Yes"
"167073","Yes","Yes","Yes","Yes","Yes"
"167074","Yes","Yes","Yes","No","Yes"
"167076","Yes","Yes","Yes","No","Yes"
"167077","Yes","Yes","Yes","No","Yes"
"167079","Yes","Yes","Yes","No","Yes"
"167081","Yes","Yes","Yes","No","Yes"
"167083","Yes","Yes","Yes","No","Yes"
"167084","Yes","Yes","Yes","No","Yes"
"167085","Yes","Yes","Yes","No","Yes"
"167087","Yes","Yes","Yes","Yes","Yes"
"167088","Yes","Yes","No","No","Yes"
"167092","Yes","Yes","Yes","No","Yes"
"167095","Yes","Yes","Yes","No","Yes"
"167096","Yes","Yes","Yes","No","Yes"
"167097","Yes","Yes","Yes","No","Yes"
"167098","Yes","Yes","Yes","No","Yes"
"167101","Yes","Yes","Yes","No","Yes"
"167102","Yes","Yes","Yes","Yes","Yes"
"167105","Yes","Yes","Yes","No","Yes"
"167106","Yes","Yes","Yes","No","Yes"
"167108","Yes","Yes","Yes","No","Yes"
"167109","Yes","Yes","Yes","Yes","Yes"
"167110","Yes","Yes","Yes","No","Yes"
"167111","Yes","Yes","No","No","Yes"
"167114","Yes","Yes","Yes","Yes","Yes"
"167116","Yes","Yes","Yes","Yes","Yes"
"167118","Yes","Yes","Yes","No","Yes"
"167119","Yes","Yes","Yes","No","Yes"
"167120","Yes","Yes","Yes","No","Yes"
"167124","Yes","Yes","Yes","No","Yes"
"167125","Yes","Yes","Yes","No","Yes"
"167127","Yes","Yes","Yes","No","Yes"
"167133","Yes","Yes","Yes","Yes","Yes"
"167134","Yes","Yes","Yes","Yes","Yes"
"167136","Yes","Yes","Yes","Yes","Yes"
"167139","Yes","Yes","Yes","Yes","Yes"
"167140","Yes","Yes","Yes","Yes","Yes"
"167145","Yes","Yes","Yes","Yes","Yes"
"167146","Yes","Yes","Yes","Yes","Yes"
"167147","Yes","Yes","Yes","Yes","Yes"
"167148","Yes","Yes","Yes","Yes","Yes"
"167149","Yes","Yes","Yes","Yes","Yes"
"167151","Yes","Yes","Yes","Yes","Yes"
"167154","Yes","Yes","Yes","Yes","Yes"
"167156","Yes","Yes","Yes","Yes","Yes"
"167157","Yes","Yes","Yes","Yes","Yes"
"167159","Yes","Yes","Yes","Yes","Yes"
"167162","Yes","Yes","Yes","Yes","Yes"
"167164","Yes","Yes","Yes","Yes","Yes"
"167165","Yes","Yes","Yes","No","Yes"
"167166","Yes","Yes","Yes","Yes","Yes"
"167167","Yes","Yes","Yes","Yes","Yes"
"167172","Yes","Yes","Yes","No","Yes"
"167176","Yes","Yes","No","No","Yes"
"167177","Yes","Yes","Yes","No","Yes"
"167180","Yes","Yes","Yes","Yes","Yes"
"167181","Yes","Yes","Yes","Yes","Yes"
"167185","Yes","Yes","Yes","No","Yes"
"167186","Yes","Yes","Yes","Yes","Yes"
"167187","Yes","Yes","Yes","Yes","Yes"
"167188","Yes","Yes","Yes","Yes","Yes"
"167190","Yes","Yes","Yes","Yes","Yes"
"167192","Yes","Yes","Yes","Yes","Yes"
"167194","Yes","Yes","Yes","No","Yes"
"167199","Yes","Yes","No","No","Yes"
"167203","Yes","Yes","Yes","Yes","Yes"
"167207","Yes","Yes","Yes","Yes","Yes"
"167213","Yes","Yes","Yes","No","Yes"
"167220","Yes","No","No","Yes","Yes"
"167221","Yes","Yes","Yes","No","Yes"
"167225","Yes","Yes","Yes","No","Yes"
"167226","Yes","Yes","Yes","No","Yes"
"167235","Yes","Yes","Yes","No","Yes"
"167236","Yes","Yes","Yes","Yes","Yes"
"167237","Yes","Yes","Yes","Yes","Yes"
"167239","Yes","Yes","Yes","No","Yes"
"167240","Yes","Yes","Yes","Yes","Yes"
"167243","Yes","Yes","Yes","Yes","Yes"
"167245","Yes","Yes","Yes","No","Yes"
"167247","Yes","Yes","Yes","No","No"
"167249","Yes","No","No","No","Yes"
"167262","Yes","Yes","Yes","No","Yes"
"167263","Yes","No","No","No","Yes"
"167267","Yes","Yes","Yes","No","Yes"
"167270","Yes","Yes","Yes","No","Yes"
"167271","Yes","No","No","No","Yes"
"167273","Yes","Yes","Yes","No","No"
"167276","Yes","Yes","Yes","Yes","Yes"
"167279","Yes","Yes","Yes","Yes","Yes"
"167281","Yes","Yes","Yes","No","Yes"
"167282","Yes","Yes","Yes","No","Yes"
"167283","Yes","Yes","Yes","No","Yes"
"167284","Yes","Yes","Yes","No","Yes"
"167285","Yes","Yes","Yes","Yes","Yes"
"167286","Yes","Yes","Yes","Yes","Yes"
"167287","Yes","Yes","Yes","No","Yes"
"167288","Yes","Yes","Yes","Yes","Yes"
"167290","Yes","Yes","Yes","Yes","Yes"
"167292","Yes","Yes","Yes","Yes","No"
"167293","Yes","Yes","Yes","Yes","Yes"
"167294","Yes","No","No","No","Yes"
"167295","Yes","Yes","Yes","No","Yes"
"167299","Yes","Yes","Yes","Yes","Yes"
"167302","Yes","Yes","No","No","Yes"
"167305","Yes","Yes","Yes","No","Yes"
"167306","Yes","Yes","Yes","No","Yes"
"167309","Yes","Yes","Yes","No","Yes"
"167312","Yes","Yes","Yes","No","Yes"
"167313","Yes","Yes","Yes","No","Yes"
"167315","Yes","No","No","No","Yes"
"167316","Yes","No","No","No","Yes"
"167319","Yes","Yes","Yes","No","Yes"
"167320","Yes","Yes","Yes","Yes","Yes"
"167321","Yes","No","No","No","Yes"
"167322","Yes","Yes","Yes","Yes","Yes"
"167324","Yes","Yes","No","No","Yes"
"167400","Yes","Yes","Yes","No","Yes"
"167402","Yes","Yes","Yes","No","Yes"
"167403","Yes","Yes","Yes","No","Yes"
"167405","Yes","Yes","Yes","No","Yes"
"167406","Yes","Yes","Yes","No","Yes"
"167407","Yes","Yes","Yes","No","Yes"
"167409","Yes","Yes","Yes","No","Yes"
"167410","Yes","Yes","Yes","Yes","Yes"
"167411","Yes","Yes","Yes","Yes","Yes"
"167415","Yes","Yes","Yes","Yes","Yes"
"167416","Yes","Yes","Yes","No","Yes"
"167419","Yes","Yes","Yes","No","Yes"
"177003","Yes","Yes","Yes","Yes","Yes"
"177017","Yes","Yes","Yes","No","Yes"
"177021","Yes","Yes","Yes","No","Yes"
"177023","Yes","Yes","Yes","No","Yes"
"177030","Yes","Yes","Yes","Yes","Yes"
"177031","Yes","Yes","Yes","Yes","Yes"
"177034","Yes","Yes","Yes","Yes","Yes"
"177036","Yes","Yes","Yes","No","Yes"
"177045","Yes","Yes","Yes","Yes","Yes"
"177047","Yes","Yes","Yes","Yes","Yes"
"177053","Yes","Yes","Yes","Yes","Yes"
"177056","Yes","Yes","No","No","Yes"
"177059","Yes","Yes","Yes","Yes","Yes"
"177060","Yes","Yes","Yes","Yes","Yes"
"177062","Yes","Yes","Yes","No","Yes"
"177063","Yes","Yes","Yes","No","Yes"
"177064","Yes","Yes","Yes","Yes","Yes"
"177065","Yes","Yes","Yes","Yes","Yes"
"177070","Yes","Yes","Yes","Yes","Yes"
"177071","Yes","Yes","No","No","Yes"
"177072","Yes","Yes","Yes","Yes","Yes"
"177077","Yes","Yes","No","No","Yes"
"177078","Yes","Yes","Yes","No","Yes"
"177079","Yes","Yes","Yes","No","Yes"
"177083","Yes","Yes","Yes","Yes","Yes"
"177084","Yes","Yes","Yes","No","Yes"
"177087","Yes","Yes","Yes","Yes","Yes"
"177090","Yes","Yes","Yes","Yes","Yes"
"177100","Yes","Yes","No","No","Yes"
"177101","Yes","Yes","Yes","No","Yes"
"177106","Yes","Yes","Yes","Yes","Yes"
"177116","Yes","No","No","No","Yes"
"177117","Yes","Yes","Yes","Yes","Yes"
"177122","Yes","Yes","Yes","Yes","Yes"
"177125","Yes","Yes","Yes","No","Yes"
"177127","Yes","Yes","Yes","Yes","Yes"
"177138","Yes","Yes","Yes","No","Yes"
"177140","Yes","Yes","Yes","No","Yes"
"177145","Yes","Yes","Yes","Yes","Yes"
"177149","Yes","Yes","No","No","Yes"
"177159","Yes","Yes","Yes","Yes","Yes"
"177160","Yes","Yes","Yes","Yes","Yes"
"177169","Yes","Yes","Yes","No","Yes"
"177170","Yes","Yes","Yes","Yes","Yes"
"177176","Yes","Yes","Yes","Yes","Yes"
"177179","Yes","Yes","Yes","Yes","Yes"
"177181","Yes","Yes","Yes","Yes","Yes"
"177183","Yes","Yes","Yes","Yes","Yes"
"177185","Yes","Yes","Yes","No","Yes"
"177187","Yes","Yes","Yes","Yes","Yes"
"177191","Yes","Yes","No","No","Yes"
"177193","Yes","Yes","Yes","Yes","Yes"
"177195","Yes","Yes","No","No","Yes"
"177201","Yes","Yes","Yes","Yes","Yes"
"177202","Yes","Yes","Yes","Yes","Yes"
"177212","Yes","No","No","No","Yes"
"177216","Yes","Yes","Yes","Yes","Yes"
"177220","Yes","Yes","Yes","No","Yes"
"177222","Yes","Yes","Yes","Yes","Yes"
"177226","Yes","Yes","Yes","Yes","Yes"
"177230","Yes","Yes","No","No","Yes"
"177234","Yes","Yes","Yes","Yes","Yes"
"177236","Yes","Yes","No","No","Yes"
"177242","Yes","Yes","Yes","Yes","Yes"
"177243","Yes","Yes","Yes","No","Yes"
"177245","Yes","No","No","No","Yes"
"177254","Yes","Yes","Yes","No","Yes"
"177270","Yes","Yes","Yes","No","Yes"
"177272","Yes","Yes","Yes","Yes","Yes"
"177274","Yes","Yes","Yes","No","Yes"
"177275","Yes","Yes","No","No","Yes"
"177282","Yes","Yes","Yes","No","No"
"177286","Yes","Yes","Yes","Yes","Yes"
"177288","Yes","Yes","No","No","Yes"
"177289","Yes","Yes","Yes","Yes","Yes"
"177295","Yes","Yes","Yes","No","Yes"
"177298","Yes","Yes","Yes","Yes","Yes"
"178000","Yes","Yes","Yes","No","No"
"178005","Yes","Yes","Yes","Yes","Yes"
"178008","Yes","Yes","Yes","Yes","Yes"
"178012","Yes","Yes","Yes","No","Yes"
"178020","Yes","Yes","Yes","Yes","Yes"
"178043","Yes","No","No","No","Yes"
"178044","Yes","Yes","Yes","Yes","Yes"
"178045","Yes","Yes","No","Yes","Yes"
"178046","Yes","Yes","No","No","Yes"
"178048","Yes","Yes","Yes","No","Yes"
"178050","Yes","Yes","Yes","No","Yes"
"178051","Yes","Yes","Yes","Yes","Yes"
"178053","Yes","Yes","Yes","No","Yes"
"178055","Yes","No","No","No","Yes"
"178056","Yes","Yes","Yes","Yes","Yes"
"178058","Yes","Yes","Yes","Yes","Yes"
"178059","Yes","Yes","Yes","Yes","Yes"
"178060","Yes","Yes","Yes","Yes","No"
"178061","Yes","Yes","No","Yes","Yes"
"178063","Yes","Yes","No","No","Yes"
"178064","Yes","Yes","Yes","No","Yes"
"178067","Yes","Yes","Yes","Yes","Yes"
"178068","Yes","Yes","Yes","No","Yes"
"178069","Yes","Yes","Yes","Yes","Yes"
"178070","Yes","Yes","No","No","Yes"
"178071","Yes","Yes","Yes","Yes","Yes"
"178072","Yes","Yes","Yes","Yes","Yes"
"178073","Yes","Yes","Yes","No","Yes"
"178074","Yes","Yes","Yes","Yes","Yes"
"178075","Yes","Yes","Yes","Yes","Yes"
"178077","Yes","Yes","Yes","Yes","Yes"
"178078","Yes","Yes","Yes","Yes","Yes"
"178079","Yes","Yes","Yes","Yes","Yes"
"178081","Yes","No","No","No","Yes"
"178082","Yes","Yes","Yes","Yes","Yes"
"178083","Yes","Yes","Yes","Yes","No"
"178085","Yes","Yes","No","Yes","Yes"
"178086","Yes","No","No","No","Yes"
"178087","Yes","Yes","Yes","Yes","Yes"
"178088","Yes","Yes","Yes","Yes","Yes"
"178089","Yes","Yes","No","Yes","Yes"
"178090","Yes","Yes","Yes","Yes","Yes"
"178092","Yes","Yes","Yes","Yes","Yes"
"178094","Yes","Yes","Yes","Yes","Yes"
"178095","Yes","Yes","Yes","Yes","Yes"
"178096","Yes","Yes","Yes","Yes","Yes"
"187000","Yes","Yes","Yes","Yes","Yes"
"187001","Yes","Yes","No","No","Yes"
"187013","Yes","Yes","Yes","Yes","Yes"
"187014","Yes","Yes","Yes","Yes","Yes"
"187015","Yes","Yes","No","No","Yes"
"187018","Yes","Yes","Yes","Yes","Yes"
"187021","Yes","Yes","Yes","Yes","Yes"
"187022","Yes","Yes","No","No","Yes"
"187023","Yes","Yes","No","No","Yes"
"187025","Yes","Yes","Yes","Yes","Yes"
"187026","Yes","Yes","Yes","Yes","Yes"
"187027","Yes","Yes","Yes","Yes","Yes"
"187029","Yes","Yes","Yes","Yes","Yes"
"187033","Yes","Yes","Yes","Yes","Yes"
"187037","Yes","Yes","Yes","Yes","Yes"
"187040","Yes","Yes","Yes","No","Yes"
"187041","Yes","Yes","Yes","Yes","Yes"
"187043","Yes","Yes","Yes","Yes","Yes"
"187044","Yes","Yes","Yes","Yes","Yes"
"187045","Yes","Yes","Yes","No","Yes"
"187047","Yes","Yes","Yes","Yes","Yes"
"187049","Yes","Yes","Yes","Yes","Yes"
"187050","Yes","Yes","Yes","No","Yes"
"187052","Yes","Yes","Yes","No","Yes"
"187053","Yes","Yes","Yes","Yes","Yes"
"187054","Yes","Yes","Yes","No","Yes"
"187055","Yes","Yes","Yes","Yes","Yes"
"187058","Yes","Yes","Yes","Yes","Yes"
"187059","Yes","Yes","Yes","Yes","Yes"
"187062","Yes","Yes","Yes","No","Yes"
"187064","Yes","Yes","Yes","Yes","Yes"
"187065","Yes","Yes","Yes","Yes","Yes"
"187066","Yes","Yes","No","Yes","Yes"
"187070","Yes","Yes","Yes","No","Yes"
"187073","Yes","Yes","Yes","Yes","Yes"
"187074","Yes","Yes","Yes","Yes","Yes"
"187075","Yes","Yes","Yes","Yes","Yes"
"187077","Yes","Yes","Yes","No","Yes"
"187079","Yes","Yes","Yes","No","Yes"
"187080","Yes","Yes","Yes","Yes","Yes"
"187083","Yes","Yes","Yes","Yes","Yes"
"187084","Yes","Yes","Yes","Yes","Yes"
"187085","Yes","Yes","Yes","Yes","Yes"
"187087","Yes","Yes","Yes","No","Yes"
"187089","Yes","Yes","Yes","Yes","Yes"
"187090","Yes","Yes","Yes","Yes","Yes"
"187091","Yes","Yes","Yes","Yes","Yes"
"187093","Yes","Yes","Yes","Yes","Yes"
"187095","Yes","Yes","Yes","Yes","Yes"
"187096","Yes","Yes","Yes","No","Yes"
"187099","Yes","Yes","Yes","Yes","Yes"
"187100","Yes","Yes","Yes","Yes","Yes"
"187101","Yes","Yes","Yes","Yes","Yes"
"187102","Yes","Yes","Yes","No","Yes"
"187103","Yes","No","No","Yes","No"
"187104","Yes","Yes","Yes","Yes","Yes"
"187106","Yes","Yes","Yes","No","Yes"
"187109","Yes","Yes","Yes","Yes","Yes"
"187110","Yes","Yes","Yes","No","Yes"
"187112","Yes","Yes","Yes","Yes","Yes"
"187113","Yes","Yes","Yes","Yes","Yes"
"187117","Yes","Yes","Yes","Yes","Yes"
"187118","Yes","Yes","No","No","Yes"
"187119","Yes","Yes","Yes","Yes","Yes"
"187120","Yes","Yes","Yes","Yes","Yes"
"187124","Yes","Yes","Yes","Yes","Yes"
"187127","Yes","Yes","Yes","No","Yes"
