"CMS_Cert_Num","Question_1","Question_2","Question_3","Question_4","Question_5","Question_6","Question_7","Question_8","Question_9","Question_10","Question_11","Question_12","Question_13","Question_14","Question_15","Question_16","Question_17","Question_18","Question_19"
"97018","78","48","94","100","49","42","99","77","66","88","100","75","67","76","90","80","72","11","21"
"97024","96","88","97","65","78","60","93","93","93","98","89","49","60","61","85","62","58","15","27"
"97025","90","98","100","100","40","12","100","100","97","100","98","49","46","38","52","","51","10","20"
"97036","48","100","100","75","3","0","97","","95","98","89","43","41","26","68","94","33","16","5"
"97045","76","94","79","98","67","56","98","95","94","100","99","60","48","65","77","81","56","11","15"
"97049","82","48","95","94","79","43","85","96","92","92","69","60","56","68","76","90","69","12","13"
"97051","73","77","97","88","63","51","91","97","96","99","95","59","49","60","93","69","39","11","17"
"97052","61","58","100","93","55","49","98","98","70","92","96","55","58","60","53","68","62","9","20"
"97056","71","73","100","97","85","76","99","100","93","87","95","43","37","38","36","55","11","14","20"
"97057","49","92","96","95","78","99","95","99","99","100","92","35","15","45","84","32","26","16","20"
"97061","96","90","100","100","93","96","99","99","98","100","98","49","55","51","76","75","56","10","20"
"97065","97","99","100","100","92","62","98","100","100","100","98","60","72","68","79","74","64","14","15"
"97066","89","89","96","97","77","44","95","100","100","100","98","63","33","62","100","60","22","6","31"
"103100","97","71","100","84","3","9","99","99","97","","94","70","44","72","89","22","25","14","10"
"103109","74","77","98","100","41","47","100","80","60","55","100","69","57","72","80","69","68","9","21"
"103124","89","99","100","100","55","75","99","99","98","100","93","54","44","62","59","45","32","1","17"
"103180","91","92","91","94","62","56","99","97","92","93","99","59","54","65","68","66","53","12","18"
"107006","94","75","94","100","59","61","100","98","92","93","100","68","58","73","73","78","61","10","18"
"107007","96","98","98","99","86","88","100","100","98","99","99","70","69","84","81","69","66","10","15"
"107009","96","88","99","98","56","54","99","98","93","77","93","63","65","68","65","72","55","7","14"
"107017","89","85","94","99","79","84","98","97","96","99","99","61","56","70","71","62","55","11","16"
"107036","97","99","88","99","85","82","100","100","100","100","100","68","73","74","65","70","61","8","19"
"107037","97","95","100","100","54","27","99","100","96","100","100","58","52","65","66","61","53","15","14"
"107073","95","82","100","97","63","42","98","96","83","99","100","53","53","61","66","55","61","6","16"
"107088","90","82","98","100","74","68","99","100","100","94","100","61","59","67","72","75","46","3","16"
"107095","88","71","96","100","35","31","100","92","77","75","100","61","56","70","75","71","52","12","17"
"107097","91","99","88","99","66","57","99","100","99","94","99","60","61","66","65","75","52","7","18"
"107098","88","99","100","97","83","80","100","100","100","99","100","65","50","80","60","57","48","12","18"
"107099","84","77","96","95","51","54","99","93","80","92","99","56","53","66","56","74","52","10","15"
"107100","98","91","100","100","87","91","100","99","99","98","99","55","52","59","74","55","55","10","12"
"107101","97","98","99","100","59","48","100","100","99","98","98","60","60","72","68","69","57","8","16"
"107103","86","97","83","100","81","79","95","100","99","100","100","69","54","76","64","68","51","12","17"
"107107","98","98","100","100","79","77","100","100","100","100","97","69","68","71","81","77","68","10","16"
"107110","95","77","98","95","80","79","98","97","90","96","99","69","55","70","59","69","63","11","14"
"107112","93","98","97","99","68","53","99","99","97","99","98","62","50","68","74","73","44","13","14"
"107115","94","75","99","98","36","30","99","93","87","99","98","55","54","62","66","64","49","6","20"
"107117","96","99","100","100","75","70","100","97","99","100","100","61","65","68","65","72","54","13","21"
"107120","94","69","100","100","48","42","99","99","98","99","100","61","54","69","68","74","61","12","15"
"107125","91","93","97","100","61","56","100","97","82","93","100","67","55","70","66","66","55","9","19"
"107128","88","90","96","97","57","54","99","95","74","78","99","56","60","69","72","76","52","12","17"
"107132","98","99","99","98","67","67","100","99","98","99","100","60","52","71","70","73","53","10","13"
"107134","95","94","97","99","60","61","99","99","89","87","98","60","60","71","68","62","64","9","13"
"107136","98","99","100","100","67","65","100","99","99","100","100","68","52","72","66","80","56","8","18"
"107139","95","76","99","100","74","76","99","99","98","100","99","72","68","77","80","80","66","10","19"
"107142","96","96","98","96","75","71","97","99","98","93","98","55","50","62","66","67","41","10","15"
"107150","87","86","91","100","60","60","99","95","94","96","100","67","61","74","73","83","59","12","15"
"107151","97","97","100","100","79","78","100","100","99","100","99","58","57","65","66","62","45","9","18"
"107155","95","94","97","100","65","76","100","99","99","100","100","69","66","80","68","68","66","11","17"
"107159","93","84","90","98","88","86","98","97","88","94","99","69","55","74","64","83","54","6","18"
"107166","98","99","100","100","88","89","100","100","98","98","100","73","73","80","88","82","63","10","17"
"107168","96","93","97","98","75","74","98","95","81","87","99","62","57","70","61","79","62","8","15"
"107171","94","96","97","89","67","72","99","96","92","94","98","65","71","78","72","71","63","10","15"
"107177","96","94","94","100","76","79","100","98","94","94","100","70","62","75","77","79","58","11","16"
"107179","97","100","93","99","60","60","100","100","98","98","100","60","48","58","60","55","36","7","15"
"107188","98","97","100","96","48","46","99","100","99","99","95","49","37","57","74","59","49","12","12"
"107189","94","97","99","100","67","65","100","100","98","100","99","64","64","74","73","75","57","7","17"
"107191","90","86","96","98","60","52","98","98","94","96","96","54","50","63","72","63","47","14","16"
"107200","81","80","93","96","76","78","98","94","94","95","99","53","53","69","60","70","46","8","18"
"107202","91","82","98","96","60","59","97","98","97","99","96","64","60","67","63","64","53","13","17"
"107207","96","94","99","99","58","51","99","99","99","100","100","66","67","79","82","75","63","8","20"
"107211","92","98","100","100","74","77","97","100","95","100","100","62","65","78","85","82","67","9","14"
"107212","97","80","83","94","78","71","97","92","69","84","97","58","57","71","72","80","63","12","17"
"107214","94","92","100","100","75","65","100","97","96","100","99","58","64","71","70","69","53","8","16"
"107216","90","90","98","100","48","46","98","99","96","100","98","62","63","68","65","59","51","11","18"
"107220","97","98","99","99","52","60","99","100","98","99","100","50","48","61","63","62","50","10","15"
"107222","89","70","99","96","63","55","97","94","89","94","95","57","61","70","63","70","57","6","15"
"107223","94","99","99","99","58","49","100","99","99","100","100","58","64","70","69","63","53","9","15"
"107225","93","94","92","98","84","91","99","98","96","98","99","50","41","60","74","56","50","8","14"
"107229","95","98","100","100","55","52","99","99","100","100","100","71","64","72","84","76","64","13","15"
"107232","92","86","99","100","53","44","99","96","88","94","99","61","59","69","59","62","42","7","17"
"107233","91","95","97","98","60","55","99","99","97","96","100","62","55","72","71","69","61","9","17"
"107234","89","84","90","98","55","64","99","96","75","97","98","69","58","74","66","62","55","9","16"
"107236","99","92","97","91","76","75","93","87","72","85","98","82","76","82","84","92","77","6","16"
"107237","92","93","97","98","66","63","100","98","93","98","100","56","55","69","68","75","58","15","17"
"107240","91","96","97","92","67","46","96","93","83","92","99","47","40","66","56","48","52","15","15"
"107242","73","72","99","91","43","43","93","96","88","93","95","58","52","69","50","71","54","10","20"
"107243","94","86","100","98","73","65","99","99","95","98","100","82","77","96","86","87","72","2","24"
"107245","93","99","96","100","63","58","97","96","89","100","100","69","74","75","81","78","60","8","16"
"107260","92","97","100","99","70","72","100","99","98","100","100","54","54","66","64","67","52","14","16"
"107263","98","95","100","96","83","86","99","100","100","100","99","59","56","73","72","75","60","11","15"
"107264","98","95","99","99","89","92","98","99","96","99","99","60","60","76","75","67","62","11","13"
"107265","93","88","97","99","70","69","99","99","97","98","98","58","47","64","67","58","54","11","15"
"107271","94","97","99","100","46","56","100","100","98","99","99","63","60","76","79","81","57","13","22"
"107272","94","95","99","99","65","63","99","98","94","99","99","58","61","72","65","75","59","10","19"
"107275","93","98","98","100","59","54","98","98","93","100","100","62","61","72","74","71","64","10","19"
"107282","89","98","100","100","33","29","99","100","99","100","100","75","65","84","80","77","69","10","16"
"107285","99","99","99","100","82","85","99","99","96","100","100","55","56","63","71","66","53","11","11"
"107289","92","84","98","99","60","60","99","93","64","99","100","59","44","66","59","71","49","8","17"
"107290","97","86","99","99","80","66","99","99","99","100","98","42","38","49","58","46","31","10","19"
"107296","92","85","96","100","61","59","99","88","69","95","100","66","60","75","69","74","58","10","18"
"107302","97","99","100","100","70","68","99","100","100","100","100","65","61","77","66","71","59","10","16"
"107325","91","90","100","96","75","80","100","98","95","99","99","56","54","70","65","60","50","14","16"
"107326","95","96","100","99","50","48","99","100","98","97","100","59","59","71","66","70","56","7","16"
"107330","96","94","96","98","79","78","99","100","87","92","99","62","45","67","65","68","51","12","17"
"107338","93","69","98","100","82","83","96","96","89","99","98","63","49","72","59","75","60","12","17"
"107341","97","97","100","100","69","67","100","100","99","100","100","65","67","70","77","55","58","11","21"
"107345","93","96","96","99","57","56","99","97","92","99","100","61","44","62","71","57","49","12","15"
"107360","98","93","88","98","68","64","99","98","95","99","100","53","65","66","67","53","49","10","15"
"107362","93","96","98","98","76","69","100","96","94","100","99","61","67","70","67","72","46","16","20"
"107372","98","96","99","98","41","38","100","100","97","96","98","66","55","78","64","70","53","8","17"
"107383","96","99","100","100","59","56","100","100","98","100","100","44","47","58","62","54","54","9","21"
"107397","94","100","100","100","47","43","100","100","100","100","100","73","82","77","66","75","67","7","18"
"107398","94","99","100","100","36","34","99","100","100","100","100","47","51","58","55","58","55","12","16"
"107401","94","82","92","100","86","77","93","98","95","100","100","66","63","72","72","75","62","11","17"
